# file...... ./glm_output/meter_10.csv
# date...... Wed Mar  8 16:08:39 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,trip_node_meter_225:measured_real_power,trip_node_meter_226:measured_real_power,trip_node_meter_227:measured_real_power,trip_node_meter_228:measured_real_power,trip_node_meter_229:measured_real_power,trip_node_meter_230:measured_real_power,trip_node_meter_231:measured_real_power,trip_node_meter_232:measured_real_power,trip_node_meter_233:measured_real_power,trip_node_meter_234:measured_real_power,trip_node_meter_235:measured_real_power,trip_node_meter_236:measured_real_power,trip_node_meter_237:measured_real_power,trip_node_meter_238:measured_real_power,trip_node_meter_239:measured_real_power,trip_node_meter_240:measured_real_power,trip_node_meter_241:measured_real_power,trip_node_meter_242:measured_real_power,trip_node_meter_243:measured_real_power,trip_node_meter_244:measured_real_power,trip_node_meter_245:measured_real_power,trip_node_meter_246:measured_real_power,trip_node_meter_247:measured_real_power,trip_node_meter_248:measured_real_power,trip_node_meter_249:measured_real_power
2021-12-25 00:00:00 UTC,+0,+4494.68,+0,+0,+0,+0,+0,+4494.68,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4489.54
2021-12-25 00:01:00 UTC,+0,+4485.03,+0,+0,+0,+0,+0,+4485.03,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4478.07,+0,+0,+4478.07,+0,+4478.07
2021-12-25 00:02:00 UTC,+0,+4476.5,+0,+0,+0,+0,+0,+4474.06,+4474.06,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4477.08,+0,+0,+4477.08,+4472.2,+4472.2
2021-12-25 00:03:00 UTC,+4462.64,+4462.64,+0,+0,+0,+0,+0,+4460.2,+4460.2,+0,+0,+0,+0,+0,+4460.2,+0,+0,+0,+0,+4479.96,+0,+0,+4479.96,+4475.08,+4475.08
2021-12-25 00:04:00 UTC,+4457.05,+4457.05,+0,+0,+0,+0,+0,+4452.19,+4452.19,+0,+4452.19,+0,+0,+0,+4452.19,+0,+0,+0,+0,+4480.89,+0,+0,+4480.89,+4473.56,+4473.56
2021-12-25 00:05:00 UTC,+4450.05,+4450.05,+0,+0,+0,+0,+0,+4447.62,+4447.62,+0,+4447.62,+0,+0,+0,+4447.62,+0,+0,+0,+4472.4,+4472.4,+0,+0,+4472.4,+4467.52,+4467.52
2021-12-25 00:06:00 UTC,+4446.74,+4446.74,+0,+0,+0,+0,+0,+4444.32,+4444.32,+0,+4444.32,+0,+0,+0,+4444.32,+0,+0,+0,+4475.26,+0,+0,+0,+4475.26,+4467.94,+4467.94
2021-12-25 00:07:00 UTC,+4447.58,+4447.58,+0,+0,+0,+0,+0,+0,+4447.58,+0,+4447.58,+0,+0,+0,+4447.58,+0,+0,+0,+4479.63,+0,+0,+0,+4479.63,+4474.75,+0
2021-12-25 00:08:00 UTC,+4443.93,+4443.93,+0,+0,+0,+0,+0,+0,+4446.36,+0,+4446.36,+0,+0,+0,+0,+0,+0,+0,+4482.69,+0,+0,+0,+4482.69,+4475.36,+0
2021-12-25 00:09:00 UTC,+4441.62,+4441.62,+0,+0,+0,+0,+0,+0,+4444.04,+0,+4444.04,+0,+0,+0,+0,+0,+0,+0,+4486.76,+0,+0,+0,+4486.76,+0,+0
2021-12-25 00:10:00 UTC,+4442.61,+4442.61,+0,+0,+0,+0,+0,+0,+4445.03,+0,+4445.03,+0,+0,+0,+0,+0,+0,+0,+4485.2,+0,+0,+0,+4485.2,+0,+0
2021-12-25 00:11:00 UTC,+4445.65,+4445.65,+0,+0,+0,+0,+0,+0,+4448.07,+0,+4448.07,+0,+0,+0,+0,+0,+0,+0,+4473.46,+0,+0,+0,+4473.46,+0,+0
2021-12-25 00:12:00 UTC,+0,+4441.73,+0,+0,+0,+0,+0,+0,+4441.73,+0,+4441.73,+0,+0,+0,+0,+0,+0,+0,+4478.23,+0,+0,+0,+4478.23,+0,+0
2021-12-25 00:13:00 UTC,+0,+4437.69,+0,+0,+0,+0,+0,+0,+0,+0,+4440.11,+0,+0,+0,+0,+0,+0,+0,+4481.5,+0,+0,+0,+4481.5,+0,+0
2021-12-25 00:14:00 UTC,+0,+4445.02,+0,+0,+0,+0,+0,+0,+0,+0,+4447.44,+0,+0,+0,+0,+0,+0,+0,+4483.21,+4483.21,+0,+0,+0,+0,+0
2021-12-25 00:15:00 UTC,+0,+4443.57,+0,+0,+0,+0,+0,+0,+0,+0,+4445.99,+0,+0,+0,+0,+0,+0,+0,+4485.66,+4485.66,+0,+0,+0,+0,+0
2021-12-25 00:16:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4447.09,+0,+0,+0,+0,+0,+0,+0,+4488.94,+0,+0,+0,+0,+0,+0
2021-12-25 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4451.44,+0,+0,+0,+0,+0,+0,+0,+4485.05,+0,+0,+0,+0,+0,+0
2021-12-25 00:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4450.35,+0,+0,+0,+0,+0,+0,+0,+4483.42,+0,+0,+0,+0,+0,+0
2021-12-25 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4455.03,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:21:00 UTC,+0,+0,+0,+0,+0,+4454.67,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:22:00 UTC,+0,+0,+4449.19,+0,+0,+4449.19,+4449.19,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:23:00 UTC,+0,+0,+4450.21,+0,+0,+4450.21,+4450.21,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4478.25
2021-12-25 00:24:00 UTC,+0,+0,+4447.42,+0,+0,+4447.42,+4447.42,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4482.76
2021-12-25 00:25:00 UTC,+0,+0,+4435.43,+0,+0,+4435.43,+4435.43,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4477.29
2021-12-25 00:26:00 UTC,+0,+0,+4436.9,+0,+0,+4436.9,+4436.9,+4439.32,+0,+0,+4439.32,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4475.52
2021-12-25 00:27:00 UTC,+0,+0,+4436.73,+0,+0,+4436.73,+4436.73,+4436.73,+4436.73,+0,+4436.73,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4482.89
2021-12-25 00:28:00 UTC,+0,+0,+4435.56,+0,+0,+4435.56,+4435.56,+0,+4437.98,+0,+4437.98,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4484.93
2021-12-25 00:29:00 UTC,+0,+0,+4433.56,+0,+4433.56,+4433.56,+4433.56,+0,+4438.4,+0,+4438.4,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4485.55
2021-12-25 00:30:00 UTC,+0,+0,+4441.03,+0,+4441.03,+0,+4441.03,+0,+4445.88,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4478.36,+4478.36
2021-12-25 00:31:00 UTC,+0,+0,+0,+0,+4448.88,+0,+4448.88,+0,+4451.3,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4475.11,+4475.11
2021-12-25 00:32:00 UTC,+0,+0,+0,+0,+4456.01,+0,+4456.01,+0,+4458.44,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4471.71,+0
2021-12-25 00:33:00 UTC,+0,+0,+0,+0,+4457.98,+0,+4457.98,+0,+4460.41,+0,+0,+0,+0,+0,+0,+0,+0,+4466.91,+0,+0,+0,+0,+0,+4464.48,+0
2021-12-25 00:34:00 UTC,+0,+0,+0,+0,+4448.88,+0,+4448.88,+0,+4451.3,+0,+0,+0,+0,+0,+0,+0,+0,+4468.17,+0,+0,+0,+0,+0,+4465.74,+0
2021-12-25 00:35:00 UTC,+0,+0,+0,+0,+4449.52,+0,+4449.52,+0,+4451.94,+0,+0,+0,+0,+0,+0,+0,+0,+4470.25,+0,+0,+0,+0,+0,+4467.82,+0
2021-12-25 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+4450.73,+0,+4450.73,+0,+0,+0,+0,+0,+0,+0,+0,+4473.3,+0,+0,+0,+0,+0,+4470.86,+0
2021-12-25 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+4449.84,+0,+4449.84,+0,+0,+0,+0,+0,+0,+0,+0,+4475.21,+0,+0,+0,+0,+0,+4472.78,+0
2021-12-25 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+4450.52,+0,+4450.52,+0,+0,+0,+0,+0,+0,+0,+0,+4475.98,+0,+4475.98,+0,+0,+0,+4475.98,+0
2021-12-25 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4445.5,+0,+0,+0,+0,+0,+0,+0,+0,+4480.42,+0,+4480.42,+0,+0,+0,+4480.42,+0
2021-12-25 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4457.07,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4483.44,+0,+0,+0,+4483.44,+0
2021-12-25 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4462.31,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4477.37,+0,+0,+0,+4474.93,+0
2021-12-25 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4451.31,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4484.51,+0,+0,+0,+4482.07,+0
2021-12-25 00:43:00 UTC,+4444.39,+0,+0,+0,+0,+4444.39,+0,+0,+4449.24,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4490.1,+0,+0,+0,+4487.65,+0
2021-12-25 00:44:00 UTC,+4451.37,+0,+0,+0,+0,+4451.37,+0,+0,+4456.23,+0,+0,+0,+0,+0,+0,+0,+4478.96,+0,+0,+4478.96,+0,+0,+0,+4478.96,+0
2021-12-25 00:45:00 UTC,+4441.35,+4441.35,+0,+0,+0,+0,+0,+0,+4443.78,+4443.78,+0,+0,+0,+0,+0,+0,+4491.64,+0,+0,+0,+0,+0,+0,+4489.2,+0
2021-12-25 00:46:00 UTC,+4442.21,+4442.21,+0,+0,+0,+0,+0,+0,+4444.63,+4444.63,+0,+0,+0,+0,+0,+0,+4490.89,+0,+0,+0,+0,+0,+0,+4488.45,+0
2021-12-25 00:47:00 UTC,+4448.13,+4448.13,+0,+0,+0,+0,+0,+0,+4450.56,+4450.56,+0,+0,+0,+0,+0,+0,+4481.18,+0,+0,+0,+0,+0,+0,+4476.3,+0
