# file...... ./glm_output/meter_3.csv
# date...... Wed Mar  8 16:08:39 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,trip_node_meter_50:measured_real_power,trip_node_meter_51:measured_real_power,trip_node_meter_52:measured_real_power,trip_node_meter_53:measured_real_power,trip_node_meter_54:measured_real_power,trip_node_meter_55:measured_real_power,trip_node_meter_56:measured_real_power,trip_node_meter_57:measured_real_power,trip_node_meter_58:measured_real_power,trip_node_meter_59:measured_real_power,trip_node_meter_60:measured_real_power,trip_node_meter_61:measured_real_power,trip_node_meter_62:measured_real_power,trip_node_meter_63:measured_real_power,trip_node_meter_64:measured_real_power,trip_node_meter_65:measured_real_power,trip_node_meter_66:measured_real_power,trip_node_meter_67:measured_real_power,trip_node_meter_68:measured_real_power,trip_node_meter_69:measured_real_power,trip_node_meter_70:measured_real_power,trip_node_meter_71:measured_real_power,trip_node_meter_72:measured_real_power,trip_node_meter_73:measured_real_power,trip_node_meter_74:measured_real_power
2021-12-25 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4463.89,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4443.73,+0,+0,+0,+0,+0,+4443.73,+0,+0,+0,+0
2021-12-25 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4437.78,+0,+0,+0,+0,+0,+4437.78,+0,+0,+0,+0
2021-12-25 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4430.83,+0,+0,+0,+0,+0,+4430.83,+0,+0,+0,+0
2021-12-25 00:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4422.11,+0,+0,+4419.7,+0,+0,+0,+0,+0,+4419.7,+0,+0,+0,+0
2021-12-25 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4418.5,+0,+0,+4416.1,+0,+0,+0,+0,+0,+4416.1,+0,+0,+0,+0
2021-12-25 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4406.29,+0,+0,+4403.89,+0,+0,+0,+0,+0,+4403.89,+0,+0,+0,+0
2021-12-25 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4400.04,+0,+0,+4400.04,+0,+0,+4400.04,+0,+0,+0,+0,+0,+4400.04,+0,+0,+0,+0
2021-12-25 00:10:00 UTC,+4402.81,+0,+0,+0,+0,+0,+0,+0,+4400.41,+0,+0,+4400.41,+0,+0,+4400.41,+0,+0,+0,+0,+0,+4400.41,+0,+0,+0,+0
2021-12-25 00:11:00 UTC,+4409.08,+0,+0,+0,+0,+0,+0,+0,+4409.08,+0,+0,+4409.08,+0,+0,+0,+0,+0,+0,+0,+0,+4411.48,+0,+0,+0,+0
2021-12-25 00:12:00 UTC,+4400.88,+0,+0,+0,+0,+0,+0,+0,+4398.48,+0,+4398.48,+4398.48,+0,+0,+0,+0,+0,+4400.88,+0,+0,+4400.88,+0,+0,+0,+0
2021-12-25 00:13:00 UTC,+4394.65,+0,+0,+0,+0,+0,+0,+0,+4394.65,+0,+4394.65,+0,+0,+0,+0,+0,+0,+4394.65,+0,+0,+4394.65,+0,+0,+0,+4392.25
2021-12-25 00:14:00 UTC,+4408.44,+0,+0,+0,+0,+0,+0,+0,+4408.44,+0,+4408.44,+0,+0,+0,+0,+0,+0,+4408.44,+0,+0,+4408.44,+0,+0,+0,+4406.04
2021-12-25 00:15:00 UTC,+4400.4,+0,+0,+0,+0,+0,+4398.01,+0,+4398.01,+0,+4398.01,+0,+0,+0,+0,+0,+0,+4400.4,+0,+0,+4400.4,+0,+0,+0,+4398.01
2021-12-25 00:16:00 UTC,+4404.54,+0,+0,+0,+0,+0,+4402.14,+0,+4402.14,+0,+4402.14,+0,+0,+0,+0,+0,+0,+4406.94,+0,+0,+0,+0,+0,+0,+4402.14
2021-12-25 00:17:00 UTC,+4411.25,+0,+0,+0,+0,+0,+4408.84,+0,+4408.84,+0,+4408.84,+0,+0,+0,+0,+0,+0,+4411.25,+0,+0,+0,+4411.25,+0,+0,+4408.84
2021-12-25 00:18:00 UTC,+4403.65,+0,+0,+0,+0,+0,+4401.25,+0,+4401.25,+0,+4401.25,+0,+0,+0,+0,+4401.25,+0,+4401.25,+0,+0,+0,+4401.25,+4398.84,+0,+4398.84
2021-12-25 00:19:00 UTC,+0,+0,+0,+0,+0,+0,+4409.01,+0,+4409.01,+0,+4409.01,+0,+0,+0,+0,+4409.01,+0,+4409.01,+0,+0,+0,+4409.01,+4406.6,+0,+4406.6
2021-12-25 00:20:00 UTC,+0,+0,+0,+0,+0,+0,+4411.38,+0,+4411.38,+0,+4411.38,+0,+0,+0,+0,+4411.38,+0,+4411.38,+0,+0,+0,+4411.38,+4411.38,+0,+0
2021-12-25 00:21:00 UTC,+0,+0,+0,+0,+0,+0,+4411.63,+0,+4411.63,+0,+0,+0,+0,+0,+0,+4409.23,+0,+4409.23,+0,+0,+0,+4409.23,+4411.63,+0,+0
2021-12-25 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+4415.57,+0,+0,+0,+0,+0,+0,+4415.57,+0,+4413.17,+0,+4413.17,+0,+0,+0,+4413.17,+4415.57,+0,+0
2021-12-25 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+4415.25,+0,+0,+0,+0,+0,+0,+4415.25,+0,+4410.43,+0,+4410.43,+4410.43,+0,+0,+4410.43,+4415.25,+0,+0
2021-12-25 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4412.88,+0,+4405.67,+0,+4405.67,+4405.67,+0,+0,+4405.67,+4408.08,+4408.08,+0
2021-12-25 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4389.7,+0,+4382.53,+0,+4382.53,+4382.53,+0,+0,+4382.53,+4384.92,+4384.92,+0
2021-12-25 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4386.35,+0,+4379.18,+0,+4379.18,+4379.18,+0,+0,+4379.18,+4381.57,+4381.57,+0
2021-12-25 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4386.75,+0,+4381.97,+0,+0,+4381.97,+0,+0,+4381.97,+4381.97,+4381.97,+0
2021-12-25 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4383.15,+0,+4378.38,+0,+0,+4378.38,+0,+0,+4378.38,+4378.38,+4378.38,+0
2021-12-25 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4387.84,+0,+0,+0,+0,+0,+0,+4383.06,+0,+0,+4383.06,+0,+0,+4383.06,+4383.06,+4383.06,+0
2021-12-25 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4394.84,+0,+0,+0,+0,+0,+0,+4392.45,+0,+0,+4392.45,+0,+0,+0,+4392.45,+4392.45,+0
2021-12-25 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4406.67,+0,+0,+0,+0,+0,+0,+4404.27,+0,+0,+4404.27,+0,+0,+0,+4406.67,+0,+0
2021-12-25 00:32:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4412.14,+0,+0,+0,+4412.14,+0,+0,+4412.14,+0,+0,+4412.14,+0,+0,+0,+4414.54,+0,+0
2021-12-25 00:33:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4412.63,+0,+0,+0,+4412.63,+0,+4410.22,+4410.22,+0,+0,+4410.22,+0,+0,+0,+0,+0,+0
2021-12-25 00:34:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4399.22,+0,+0,+4399.22,+4399.22,+0,+4399.22,+4399.22,+0,+0,+4399.22,+0,+0,+0,+0,+0,+0
2021-12-25 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4400.7,+0,+0,+4400.7,+4400.7,+0,+4400.7,+4400.7,+0,+0,+4400.7,+0,+0,+0,+0,+0,+0
2021-12-25 00:36:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4395.85,+0,+0,+4395.85,+4395.85,+0,+4395.85,+4395.85,+0,+0,+4395.85,+0,+0,+0,+0,+0,+0
2021-12-25 00:37:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4393.5,+0,+0,+4393.5,+4393.5,+0,+4393.5,+0,+0,+0,+4393.5,+0,+0,+4393.5,+0,+0,+0
2021-12-25 00:38:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4394.66,+0,+0,+4394.66,+4394.66,+0,+4394.66,+0,+0,+0,+0,+0,+4394.66,+4394.66,+0,+0,+0
2021-12-25 00:39:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4387.2,+0,+0,+4387.2,+4387.2,+0,+4387.2,+0,+0,+0,+0,+0,+4387.2,+4387.2,+0,+0,+0
2021-12-25 00:40:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4401.38,+0,+0,+4401.38,+4401.38,+0,+4401.38,+0,+0,+0,+0,+0,+4401.38,+4401.38,+0,+0,+0
2021-12-25 00:41:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4412.02,+0,+0,+4412.02,+0,+0,+4409.62,+0,+0,+0,+0,+0,+4409.62,+4409.62,+0,+0,+0
2021-12-25 00:42:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+4388.9,+0,+0,+4388.9,+0,+0,+4386.51,+0,+0,+0,+0,+0,+4386.51,+4386.51,+0,+4386.51,+0
2021-12-25 00:43:00 UTC,+0,+0,+0,+4387.3,+0,+0,+0,+0,+4389.7,+0,+0,+4389.7,+0,+0,+4387.3,+0,+0,+0,+0,+0,+4387.3,+4387.3,+0,+4387.3,+0
2021-12-25 00:44:00 UTC,+0,+0,+0,+4398.14,+0,+0,+0,+0,+4400.54,+0,+0,+4400.54,+0,+0,+4398.14,+0,+0,+0,+0,+0,+4398.14,+4398.14,+0,+4398.14,+0
2021-12-25 00:45:00 UTC,+0,+0,+0,+4382.06,+0,+0,+0,+0,+4384.45,+0,+0,+4384.45,+0,+0,+4382.06,+0,+0,+0,+0,+0,+4382.06,+4382.06,+0,+4382.06,+0
2021-12-25 00:46:00 UTC,+0,+0,+0,+4384.06,+0,+0,+0,+0,+4386.45,+0,+0,+4386.45,+0,+0,+4384.06,+0,+4384.06,+0,+0,+0,+4384.06,+0,+0,+4386.45,+0
2021-12-25 00:47:00 UTC,+0,+0,+0,+4388.85,+0,+0,+0,+0,+4391.24,+0,+0,+4391.24,+0,+0,+4388.85,+0,+4388.85,+0,+0,+0,+4388.85,+0,+0,+0,+0
2021-12-25 00:48:00 UTC,+0,+0,+0,+4401.52,+0,+0,+0,+0,+4401.52,+0,+0,+4401.52,+0,+0,+4399.12,+0,+4399.12,+0,+0,+0,+4399.12,+0,+0,+0,+0
2021-12-25 00:49:00 UTC,+0,+0,+0,+4392.61,+0,+0,+0,+0,+4390.21,+0,+0,+4390.21,+0,+0,+4387.82,+0,+4387.82,+0,+0,+0,+4387.82,+0,+0,+0,+0
2021-12-25 00:50:00 UTC,+0,+0,+0,+4408.16,+0,+0,+0,+0,+4405.76,+0,+0,+4405.76,+0,+0,+4403.35,+0,+4403.35,+0,+0,+0,+4403.35,+0,+0,+0,+0
2021-12-25 00:51:00 UTC,+0,+0,+0,+4413.16,+0,+0,+0,+0,+4413.16,+0,+0,+0,+0,+0,+4410.76,+0,+4410.76,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:52:00 UTC,+0,+0,+0,+4418.85,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4414.04,+0,+4414.04,+0,+0,+0,+0,+4414.04,+0,+0,+0
2021-12-25 00:53:00 UTC,+4408.43,+0,+0,+4408.43,+0,+0,+0,+0,+0,+0,+0,+4410.83,+0,+0,+4403.62,+0,+4403.62,+0,+0,+4403.62,+0,+4403.62,+0,+0,+0
