# file...... ./glm_output/meter_12.csv
# date...... Wed Mar  8 16:08:39 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,trip_node_meter_275:measured_real_power,trip_node_meter_276:measured_real_power,trip_node_meter_277:measured_real_power,trip_node_meter_278:measured_real_power,trip_node_meter_279:measured_real_power,trip_node_meter_280:measured_real_power,trip_node_meter_281:measured_real_power,trip_node_meter_282:measured_real_power,trip_node_meter_283:measured_real_power,trip_node_meter_284:measured_real_power,trip_node_meter_285:measured_real_power,trip_node_meter_286:measured_real_power,trip_node_meter_287:measured_real_power,trip_node_meter_288:measured_real_power,trip_node_meter_289:measured_real_power,trip_node_meter_290:measured_real_power,trip_node_meter_291:measured_real_power,trip_node_meter_292:measured_real_power,trip_node_meter_293:measured_real_power,trip_node_meter_294:measured_real_power,trip_node_meter_295:measured_real_power,trip_node_meter_296:measured_real_power,trip_node_meter_297:measured_real_power,trip_node_meter_298:measured_real_power,trip_node_meter_299:measured_real_power
2021-12-25 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4495.67,+0,+0,+0,+0
2021-12-25 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4506.43,+0,+0,+0,+0
2021-12-25 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4506.39,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4506.39,+0,+0,+0,+0
2021-12-25 00:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4503.32,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4503.32,+4503.32,+0,+0,+0
2021-12-25 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4502.41,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4502.41,+4502.41,+0,+0,+0
2021-12-25 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4507.17,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4507.17,+4504.71,+0,+0,+0
2021-12-25 00:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4504.45,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4504.45,+4502,+0,+0,+0
2021-12-25 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4493.86,+0,+4493.86,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4496.31,+4493.86,+0,+0,+0
2021-12-25 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4493.06,+0,+4493.06,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4495.5,+4493.06,+0,+0,+0
2021-12-25 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4482.7,+4482.7,+4482.7,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4487.58,+4485.14,+0,+0,+0
2021-12-25 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4475.24,+4475.24,+4475.24,+0,+0,+0,+0,+0,+0,+4477.68,+0,+0,+0,+4477.68,+4477.68,+0,+0,+0
2021-12-25 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+4479.92,+4479.92,+4479.92,+0,+0,+0,+0,+0,+0,+4482.37,+0,+0,+0,+4482.37,+4482.37,+0,+0,+0
