# file...... ./glm_output/meter_1.csv
# date...... Wed Mar  8 16:08:39 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,trip_node_meter_0:measured_real_power,trip_node_meter_1:measured_real_power,trip_node_meter_2:measured_real_power,trip_node_meter_3:measured_real_power,trip_node_meter_4:measured_real_power,trip_node_meter_5:measured_real_power,trip_node_meter_6:measured_real_power,trip_node_meter_7:measured_real_power,trip_node_meter_8:measured_real_power,trip_node_meter_9:measured_real_power,trip_node_meter_10:measured_real_power,trip_node_meter_11:measured_real_power,trip_node_meter_12:measured_real_power,trip_node_meter_13:measured_real_power,trip_node_meter_14:measured_real_power,trip_node_meter_15:measured_real_power,trip_node_meter_16:measured_real_power,trip_node_meter_17:measured_real_power,trip_node_meter_18:measured_real_power,trip_node_meter_19:measured_real_power,trip_node_meter_20:measured_real_power,trip_node_meter_21:measured_real_power,trip_node_meter_22:measured_real_power,trip_node_meter_23:measured_real_power,trip_node_meter_24:measured_real_power
2021-12-25 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+4482.63,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+4466.25,+4466.25,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+4464.88,+4464.88,+0,+0,+0,+4467.31,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:03:00 UTC,+0,+0,+0,+4458.2,+0,+0,+4458.2,+4458.2,+0,+0,+0,+4463.06,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4458.2
2021-12-25 00:04:00 UTC,+0,+0,+0,+4457.36,+0,+0,+4457.36,+4457.36,+0,+0,+0,+4462.22,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4457.36
2021-12-25 00:05:00 UTC,+0,+0,+0,+4446.29,+0,+0,+4446.29,+4446.29,+0,+0,+0,+4451.14,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4451.14,+4446.29
2021-12-25 00:06:00 UTC,+0,+0,+0,+4446.61,+0,+0,+4446.61,+4446.61,+0,+4449.03,+0,+4449.03,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4451.45,+4446.61
2021-12-25 00:07:00 UTC,+0,+0,+0,+4450.7,+0,+0,+4450.7,+4450.7,+4453.13,+4453.13,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4455.55,+4450.7
2021-12-25 00:08:00 UTC,+0,+0,+0,+4460.05,+0,+0,+4460.05,+4460.05,+4462.48,+4462.48,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4464.91,+4462.48
2021-12-25 00:09:00 UTC,+0,+0,+0,+4466.63,+0,+0,+4466.63,+4466.63,+4469.06,+4469.06,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4471.5,+4469.06
