# file...... ./glm_output/meter_37.csv
# date...... Wed Mar  8 16:08:39 2023
# user...... deras
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,trip_node_meter_900:measured_real_power,trip_node_meter_901:measured_real_power,trip_node_meter_902:measured_real_power,trip_node_meter_903:measured_real_power,trip_node_meter_904:measured_real_power,trip_node_meter_905:measured_real_power,trip_node_meter_906:measured_real_power,trip_node_meter_907:measured_real_power,trip_node_meter_908:measured_real_power,trip_node_meter_909:measured_real_power,trip_node_meter_910:measured_real_power,trip_node_meter_911:measured_real_power,trip_node_meter_912:measured_real_power,trip_node_meter_913:measured_real_power,trip_node_meter_914:measured_real_power,trip_node_meter_915:measured_real_power,trip_node_meter_916:measured_real_power,trip_node_meter_917:measured_real_power,trip_node_meter_918:measured_real_power,trip_node_meter_919:measured_real_power,trip_node_meter_920:measured_real_power,trip_node_meter_921:measured_real_power,trip_node_meter_922:measured_real_power,trip_node_meter_923:measured_real_power,trip_node_meter_924:measured_real_power
2021-12-25 00:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4498.59,+0,+0,+0,+0,+0,+0
2021-12-25 00:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4512.53,+0,+0,+0,+0,+0,+0
2021-12-25 00:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4512.74,+0,+0,+0,+0,+0,+0
2021-12-25 00:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4514.01,+0,+0,+0,+0,+0,+4450.69
2021-12-25 00:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4511.29,+0,+4443.04,+0,+0,+0,+4443.04
2021-12-25 00:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4520.81,+0,+4435.94,+0,+0,+0,+4435.94
2021-12-25 00:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4518.46,+0,+4426.15,+0,+0,+0,+4426.15
2021-12-25 00:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4511.82,+0,+4423.7,+0,+0,+0,+4423.7
2021-12-25 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4512.99,+0,+4412.03,+0,+0,+0,+4412.03
2021-12-25 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4504.13,+0,+0,+0,+0,+0,+0,+4408.77,+0,+0,+0,+4408.77
2021-12-25 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4495.59,+0,+0,+0,+0,+0,+0,+4411.74,+0,+0,+0,+4411.74
2021-12-25 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4499.62,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4424.05
2021-12-25 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4495.16,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4497.32,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:14:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4483.85,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:15:00 UTC,+0,+0,+0,+0,+0,+4480.63,+0,+0,+4480.63,+0,+0,+0,+0,+4483.07,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:16:00 UTC,+0,+0,+0,+0,+0,+4477.68,+0,+0,+4477.68,+0,+0,+0,+0,+4477.68,+0,+0,+4477.68,+0,+0,+0,+4415.94,+0,+0,+0,+0
2021-12-25 00:17:00 UTC,+0,+4472.53,+4472.53,+0,+0,+4470.09,+0,+0,+4470.09,+4470.09,+0,+0,+0,+4472.53,+0,+0,+4472.53,+0,+0,+0,+4425.79,+0,+0,+0,+0
2021-12-25 00:18:00 UTC,+0,+4476.18,+4476.18,+0,+0,+4473.74,+0,+0,+4473.74,+4473.74,+0,+0,+0,+4476.18,+0,+0,+4476.18,+0,+0,+0,+4421.7,+0,+0,+0,+0
2021-12-25 00:19:00 UTC,+0,+4486.16,+4486.16,+0,+0,+4483.71,+0,+0,+4483.71,+4483.71,+0,+0,+0,+4486.16,+0,+0,+4486.16,+0,+0,+0,+4429.5,+0,+0,+0,+0
2021-12-25 00:20:00 UTC,+0,+4492.09,+4492.09,+0,+0,+4489.64,+0,+0,+4489.64,+4489.64,+0,+0,+0,+0,+0,+0,+4494.54,+0,+0,+0,+4433.85,+0,+0,+0,+0
2021-12-25 00:21:00 UTC,+0,+4490.82,+4490.82,+0,+0,+4485.93,+0,+0,+4485.93,+4485.93,+0,+4485.93,+0,+0,+0,+0,+4493.27,+0,+0,+0,+4425.33,+0,+4425.33,+0,+0
2021-12-25 00:22:00 UTC,+0,+4471.93,+4471.93,+0,+0,+4467.06,+0,+0,+4467.06,+4467.06,+0,+4467.06,+0,+0,+0,+0,+4474.37,+0,+0,+0,+4429.84,+0,+4429.84,+0,+0
2021-12-25 00:23:00 UTC,+0,+4470.06,+4470.06,+0,+0,+4465.19,+0,+0,+4465.19,+4465.19,+0,+4465.19,+0,+0,+0,+0,+4472.5,+0,+0,+0,+0,+0,+4434.33,+0,+0
2021-12-25 00:24:00 UTC,+0,+4474.16,+4474.16,+0,+0,+0,+0,+0,+4471.72,+4471.72,+0,+4471.72,+0,+0,+0,+0,+4476.59,+0,+0,+0,+0,+0,+4429.89,+0,+0
2021-12-25 00:25:00 UTC,+0,+4489.69,+4489.69,+0,+0,+0,+0,+0,+4487.25,+4487.25,+0,+4487.25,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4408.21,+0,+0
2021-12-25 00:26:00 UTC,+0,+4492.69,+4492.69,+0,+0,+0,+0,+0,+4490.24,+4490.24,+0,+4490.24,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4404.4,+0,+0
2021-12-25 00:27:00 UTC,+0,+4483.03,+4483.03,+0,+0,+0,+0,+0,+4480.59,+4480.59,+0,+4480.59,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4402.81,+0,+0
2021-12-25 00:28:00 UTC,+0,+4484.31,+4484.31,+0,+0,+0,+0,+0,+0,+0,+4484.31,+4484.31,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:29:00 UTC,+0,+4480.38,+4480.38,+0,+0,+0,+0,+0,+0,+0,+4480.38,+4480.38,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:30:00 UTC,+0,+4484.05,+4484.05,+0,+0,+0,+0,+0,+0,+0,+4484.05,+4484.05,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:31:00 UTC,+0,+4480.09,+4480.09,+0,+0,+0,+0,+0,+0,+0,+4480.09,+4480.09,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2021-12-25 00:32:00 UTC,+0,+4476.42,+4476.42,+0,+0,+0,+0,+0,+0,+0,+4476.42,+4476.42,+0,+0,+0,+0,+0,+0,+4478.86,+0,+0,+0,+0,+0,+0
2021-12-25 00:33:00 UTC,+0,+4490.85,+4490.85,+0,+0,+0,+0,+0,+0,+0,+4490.85,+4490.85,+0,+0,+0,+0,+0,+0,+4493.29,+0,+0,+0,+0,+0,+0
2021-12-25 00:34:00 UTC,+0,+4494.23,+0,+0,+0,+0,+0,+0,+0,+0,+4491.78,+4491.78,+0,+0,+0,+0,+0,+0,+4494.23,+0,+0,+0,+0,+0,+0
2021-12-25 00:35:00 UTC,+0,+4491.42,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4491.42,+0,+0,+0,+0,+0,+0,+4491.42,+0,+0,+0,+0,+0,+0
2021-12-25 00:36:00 UTC,+0,+4493.44,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4493.44,+0,+0,+0,+0,+4410.42,+0
2021-12-25 00:37:00 UTC,+0,+4491.67,+0,+0,+0,+0,+4491.67,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+4491.67,+0,+0,+0,+0,+4407.53,+0
